Manufacturer,Model,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Car Age
HYUNDAI,Elantra,Petrol,1.6,115444.0,4.0,Automatic,Front,13
AUDI,A7,Petrol,3,158091.0,6.0,Automatic,4x4,12
VOLKSWAGEN,Phaeton,Diesel,3,244000.0,6.0,Tiptronic,4x4,17
TOYOTA,Camry,Petrol,2.5,51202.0,4.0,Automatic,Front,9
TOYOTA,Aqua,Hybrid,1.5,78300.0,4.0,Automatic,Front,12
OPEL,Zafira,Petrol,2.2,11111.0,4.0,Automatic,Front,20
VOLKSWAGEN,Golf 3,CNG,1.6,200000.0,4.0,Manual,Front,29
HYUNDAI,Sonata,LPG,2,432435.0,4.0,Automatic,Front,11
VOLKSWAGEN,CC,Petrol,2.0 Turbo,194000.0,5.0,Tiptronic,Front,16
TOYOTA,Camry,Petrol,2.5,121952.0,4.0,Automatic,Front,14
HYUNDAI,Sonata,Hybrid,2,138459.0,4.0,Automatic,Front,8
MITSUBISHI,Pajero Mini 2010 წლიანი,Petrol,0.7 Turbo,160000.0,4.0,Manual,4x4,15
TOYOTA,Camry,Petrol,2.5,0.0,4.0,Automatic,Front,12
MERCEDES-BENZ,E 350,Diesel,3.5,170429.0,6.0,Automatic,Rear,14
KIA,Optima,Petrol,2.4,120000.0,6.0,Tiptronic,Front,13
TOYOTA,Prius,Hybrid,1.8,115000.0,4.0,Variator,Front,13
HYUNDAI,Santa FE,Diesel,2,168637.0,4.0,Automatic,Front,11
FORD,Escape,Hybrid,2.5,193614.0,4.0,Automatic,Front,16
HONDA,FIT,Hybrid,1.5,138000.0,4.0,Automatic,Front,11
HYUNDAI,Sonata,LPG,2,318677.0,4.0,Automatic,Front,10
MINI,Cooper,Petrol,1.6,156000.0,2.0,Automatic,Front,20
LEXUS,IS 250,Petrol,2.5,96000.0,6.0,Tiptronic,Rear,11
CHEVROLET,Malibu,Petrol,2,201612.0,4.0,Automatic,Front,12
HYUNDAI,Elantra,LPG,1.6,31006.0,4.0,Automatic,Front,9
HYUNDAI,Sonata Hybrid,Hybrid,2.4,214400.0,4.0,Tiptronic,Front,12
MITSUBISHI,Airtrek,Petrol,2,18000.0,4.0,Automatic,4x4,22
CHEVROLET,Cruze LT RS,Petrol,1.4 Turbo,138000.0,4.0,Tiptronic,Front,10
MERCEDES-BENZ,E 320,CNG,3.2 Turbo,210915.0,6.0,Tiptronic,Rear,21
KIA,Niro,Hybrid,1.6,22915.0,4.0,Automatic,Front,7
NISSAN,Frontier,Petrol,4,105427.0,6.0,Automatic,Front,9
LINCOLN,Town Car,Petrol,4.6,100000.0,8.0,Automatic,Rear,25
HONDA,Civic,LPG,1.8,149000.0,4.0,Automatic,Front,18
HYUNDAI,Elantra,Petrol,1.8,403538.0,4.0,Automatic,Front,14
FORD,Focus,Petrol,2,75200.0,4.0,Tiptronic,Front,8
HYUNDAI,Sonata,Petrol,2,44608.0,4.0,Automatic,Front,9
FORD,Fusion,Petrol,2.0 Turbo,102400.0,4.0,Automatic,Front,13
LEXUS,GX 460,Petrol,4.6,155821.0,8.0,Automatic,4x4,15
MERCEDES-BENZ,E 350,Diesel,3.5,109139.0,6.0,Automatic,Rear,16
MERCEDES-BENZ,E 350,Diesel,3,273186.0,6.0,Automatic,Rear,14
MERCEDES-BENZ,C 250,Petrol,1.8,64270.0,4.0,Automatic,Rear,11
NISSAN,Juke,Petrol,1.6,108765.0,4.0,Automatic,4x4,12
TOYOTA,Camry,Petrol,2.5,83200.0,4.0,Tiptronic,Front,13
TOYOTA,Prius,Hybrid,1.5,433658.0,4.0,Automatic,Front,16
TOYOTA,Prius,Hybrid,1.8,80000.0,4.0,Automatic,Front,8
CHEVROLET,Malibu,Petrol,2,108027.0,4.0,Automatic,Front,10
DAIHATSU,Terios,CNG,1.3,145000.0,4.0,Manual,4x4,24
CHEVROLET,Captiva,Petrol,2.4,168315.0,4.0,Automatic,Front,11
TOYOTA,Camry,Hybrid,2.5,109798.0,4.0,Automatic,Front,11
HYUNDAI,Sonata,Petrol,2.0 Turbo,110000.0,4.0,Tiptronic,Front,13
MITSUBISHI,Pajero,Diesel,2.8 Turbo,151000.0,4.0,Automatic,4x4,30
OPEL,Zafira,CNG,1.6,170000.0,4.0,Manual,Front,19
TOYOTA,Aqua,Petrol,1.5,16033.0,4.0,Automatic,Front,10
SSANGYONG,REXTON,Diesel,2.7,75813.0,4.0,Automatic,Front,18
BMW,528,Petrol,3,255478.0,6.0,Tiptronic,Rear,16
HYUNDAI,H1,Diesel,2.5,92078.0,4.0,Automatic,Front,9
FORD,Fiesta,Petrol,1.6,61803.0,4.0,Automatic,Front,8
MERCEDES-BENZ,E 350,Petrol,3.5,229904.0,6.0,Automatic,4x4,15
AUDI,A3,Petrol,2,70414.0,4.0,Automatic,4x4,9
HYUNDAI,H1,LPG,2.5,132320.0,4.0,Automatic,Front,10
HYUNDAI,Sonata,Petrol,2,54930.0,4.0,Automatic,Front,8
TOYOTA,Prius V,Hybrid,1.8,303538.0,4.0,Automatic,Front,12
HYUNDAI,H1,Diesel,2.5,197441.0,4.0,Automatic,Front,12
BMW,316 1995,Petrol,1.6,0.0,4.0,Manual,Rear,30
BMW,X5,Petrol,4.4,115000.0,8.0,Tiptronic,4x4,24
TOYOTA,Prius,Hybrid,1.8,159665.0,4.0,Automatic,Front,15
AUDI,A6 C7,Petrol,3.0 Turbo,154000.0,6.0,Tiptronic,4x4,13
FORD,Mustang,Petrol,2.3 Turbo,48000.0,4.0,Tiptronic,Rear,10
TOYOTA,Camry,Hybrid,2.4,115739.0,4.0,Automatic,Front,14
BMW,X5,Diesel,3,70994.0,6.0,Automatic,4x4,13
MITSUBISHI,Pajero IO,Petrol,2,170000.0,4.0,Automatic,4x4,25
HYUNDAI,Tucson,Diesel,1.7,51053.0,4.0,Automatic,Front,9
TOYOTA,Camry,Petrol,2.5,61000.0,4.0,Tiptronic,Front,9
CHEVROLET,Spark,LPG,1,198000.0,4.0,Automatic,Front,11
HYUNDAI,H1,Diesel,2.5,100856.0,4.0,Automatic,Front,8
TOYOTA,Prius,Hybrid,1.8,267165.0,4.0,Automatic,Front,15
KIA,Optima,Petrol,2,31102.0,4.0,Automatic,Front,9
HYUNDAI,Sonata,LPG,2,227911.0,4.0,Automatic,Front,8
HYUNDAI,I30,Petrol,1.6,56577.0,4.0,Automatic,Front,16
TOYOTA,Prius ჰიბრიდი,Hybrid,1.8,97000.0,4.0,Variator,Front,13
TOYOTA,Aqua,Hybrid,1.5,160841.0,4.0,Automatic,Front,10
TOYOTA,Prius,Hybrid,1.8,130000.0,4.0,Variator,Front,15
MERCEDES-BENZ,E 350,Diesel,3.5,318285.0,6.0,Automatic,4x4,13
BMW,X5,Diesel,3,223000.0,6.0,Tiptronic,4x4,14
OPEL,Astra A.H,Diesel,1.7 Turbo,290000.0,4.0,Manual,Front,20
VAZ,2121 (Niva),Petrol,1.7,150000.0,4.0,Manual,4x4,20
TOYOTA,Camry,Petrol,2.5,45880.0,4.0,Automatic,Front,6
HYUNDAI,Santa FE,Diesel,2,138013.0,4.0,Automatic,Front,13
TOYOTA,Highlander,Hybrid,3.3,269013.0,6.0,Automatic,4x4,17
TOYOTA,Prius,Petrol,1.8,136000.0,4.0,Variator,Front,15
LEXUS,CT 200h,Hybrid,1.8,32974.0,4.0,Automatic,Front,14
TOYOTA,Prius,Hybrid,1.5,156000.0,4.0,Variator,Front,18
SUZUKI,HUSTLER,Petrol,0.7,160000.0,3.0,Automatic,Front,11
TOYOTA,Prius C,Hybrid,1.5,104643.0,4.0,Automatic,Front,13
CHEVROLET,Malibu,Petrol,2.4,155763.0,4.0,Automatic,Front,9
BMW,528,Petrol,2.0 Turbo,110909.0,4.0,Automatic,4x4,12
HYUNDAI,Elantra,LPG,1.6,37029.0,4.0,Automatic,Front,8
LEXUS,RX 450,Hybrid,3.5,0.0,6.0,Automatic,Front,9
LEXUS,ES 300,Hybrid,2.5,8700.0,12.0,Tiptronic,Front,12
VOLKSWAGEN,Golf,Petrol,1.6,106000.0,4.0,Tiptronic,Front,21
HYUNDAI,Sonata,Hybrid,2.4,224349.0,4.0,Automatic,Front,14
TOYOTA,Highlander,Hybrid,3.5,157211.0,6.0,Automatic,4x4,13
TOYOTA,Camry,Petrol,2.5,0.0,4.0,Automatic,Front,11
HYUNDAI,Tucson,Petrol,2,102000.0,4.0,Automatic,Front,11
HYUNDAI,Santa FE,Diesel,2,42582.0,4.0,Automatic,Front,12
LEXUS,GX 460,Petrol,4.6,260771.0,8.0,Automatic,4x4,15
HYUNDAI,Santa FE,Diesel,2.2,208726.0,4.0,Automatic,Front,14
FORD,C-MAX,Hybrid,2,150000.0,4.0,Tiptronic,Front,12
HYUNDAI,Santa FE,Diesel,2,28000.0,4.0,Automatic,Front,7
MERCEDES-BENZ,S 600,Petrol,5.8,112000.0,12.0,Tiptronic,Rear,25
HYUNDAI,Santa FE,Petrol,3.3,66517.0,6.0,Automatic,Front,7
HYUNDAI,Elantra,Petrol,1.6,83814.0,4.0,Automatic,Front,9
HYUNDAI,Sonata,Petrol,2,64512.0,4.0,Automatic,Front,10
HYUNDAI,Grandeur,LPG,3,36000.0,6.0,Automatic,Front,10
BMW,X6,Petrol,4.4,0.0,8.0,Automatic,4x4,15
HYUNDAI,Sonata,LPG,2,475406.0,4.0,Automatic,Front,9
CHEVROLET,Cruze,Diesel,1.6,75367.0,4.0,Automatic,Front,16
TOYOTA,Prius,Petrol,1.4,210000.0,4.0,Automatic,Front,17
HONDA,FIT,Hybrid,1.5,70000.0,4.0,Automatic,Front,11
CHEVROLET,Cruze,Petrol,1.4 Turbo,89000.0,4.0,Tiptronic,Front,10
HONDA,Step Wagon RG2 SPADA,LPG,2,160000.0,4.0,Automatic,Front,16
CHEVROLET,Cruze,Petrol,1.8,171960.0,4.0,Automatic,Front,14
BMW,X5,Petrol,3.0 Turbo,1000.0,6.0,Automatic,4x4,13
SUBARU,Legacy b4,Petrol,2.0 Turbo,16000.0,4.0,Tiptronic,4x4,22
TOYOTA,Camry,Hybrid,2.5,130478.0,4.0,Automatic,Front,11
TOYOTA,Camry,Hybrid,2.5,159379.0,4.0,Automatic,Front,13
BMW,745,Petrol,3.6,218000.0,8.0,Automatic,Rear,24
TOYOTA,Prius,Hybrid,1.5,297600.0,4.0,Variator,Front,18
TOYOTA,Highlander,Hybrid,3.5,297378.0,6.0,Automatic,4x4,16
HYUNDAI,Sonata,LPG,2,236272.0,4.0,Automatic,Front,9
TOYOTA,Aqua,Hybrid,1.5,120000.0,4.0,Automatic,Front,12
FORD,Transit,Diesel,2.4 Turbo,137500.0,4.0,Manual,Rear,17
NISSAN,March,Petrol,1.2,96240.0,4.0,Automatic,Front,12
MITSUBISHI,Pajero IO,Petrol,1.8,168198.0,4.0,Automatic,4x4,22
BMW,X5,Diesel,3.0 Turbo,292000.0,8.0,Tiptronic,4x4,23
TOYOTA,Noah,Petrol,2,233000.0,4.0,Automatic,Front,22
TOYOTA,RAV 4,Petrol,2.5,63000.0,4.0,Automatic,4x4,8
FORD,Taurus,Petrol,3.7,290000.0,6.0,Automatic,4x4,11
HYUNDAI,Tucson,Diesel,2,114000.0,4.0,Automatic,Front,15
MERCEDES-BENZ,E 350,Diesel,3.5,170429.0,6.0,Automatic,Rear,14
MITSUBISHI,Pajero,Petrol,2.4,169800.0,4.0,Automatic,4x4,29
VOLKSWAGEN,Jetta Hybrid,Hybrid,1.4 Turbo,92473.0,4.0,Automatic,Front,11
TOYOTA,Camry,Petrol,2.5,154562.0,4.0,Automatic,Front,8
LEXUS,CT 200h,Hybrid,1.8,191731.0,4.0,Automatic,Front,13
HONDA,Insight,Hybrid,1.3,187312.0,4.0,Automatic,Front,15
HONDA,FIT NAVI PREMIUM,Hybrid,1.3,99000.0,4.0,Tiptronic,Front,14
MERCEDES-BENZ,E 350,Diesel,3.5,132630.0,6.0,Automatic,Rear,14
HYUNDAI,Tucson,Diesel,2,118514.0,4.0,Automatic,Front,15
VOLKSWAGEN,Passat,Petrol,2.5,107000.0,5.0,Tiptronic,Front,14
TOYOTA,Prius,Hybrid,1.8,30000.0,4.0,Variator,Front,9
HYUNDAI,Sonata,LPG,20,333686.0,4.0,Automatic,Front,11
LEXUS,RX 400,Hybrid,3.3,132800.0,6.0,Automatic,4x4,17
MERCEDES-BENZ,Sprinter,Petrol,0.1,0.0,1.0,Manual,Rear,5
FORD,Focus,Petrol,2,154000.0,4.0,Automatic,Front,12
HYUNDAI,Elantra,LPG,1.6,30312.0,4.0,Automatic,Front,9
HYUNDAI,Accent SE,Petrol,1.6,43488.0,4.0,Automatic,Front,8
HONDA,Cr-v,CNG,2.4,194500.0,4.0,Automatic,4x4,23
CHEVROLET,Cruze,Petrol,1.4,119000.0,6.0,Tiptronic,Front,15
MERCEDES-BENZ,C 250,Petrol,1.8,47000.0,4.0,Automatic,Rear,13
TOYOTA,Prius,Hybrid,1.8,92430.0,4.0,Automatic,Front,10
HYUNDAI,Tucson,Diesel,2,63478.0,4.0,Automatic,Front,8
TOYOTA,Vitz,Petrol,1,200000.0,4.0,Variator,Front,20
CHEVROLET,Cruze,Petrol,1.4 Turbo,72126.0,4.0,Tiptronic,Front,10
MERCEDES-BENZ,E 220,Diesel,2.2 Turbo,121400.0,4.0,Tiptronic,Rear,9
TOYOTA,Prius,Hybrid,1.8,100000.0,4.0,Automatic,Front,13
LEXUS,IS 200,Petrol,2,58328.0,4.0,Automatic,Rear,9
TOYOTA,Prius,Petrol,1.8,167394.0,4.0,Automatic,Front,14
HYUNDAI,Elantra,Petrol,1.6,107179.0,4.0,Automatic,Front,13
DAIHATSU,Terios,Petrol,1.3,10000.0,4.0,Manual,4x4,23
MITSUBISHI,Outlander sport,Petrol,2.0 Turbo,36534.0,5.0,Automatic,Front,7
HYUNDAI,Santa FE,Diesel,2,147786.0,4.0,Automatic,Front,9
MERCEDES-BENZ,E 270,Diesel,2.7 Turbo,290000.0,5.0,Automatic,Rear,25
SSANGYONG,REXTON,Diesel,2,256175.0,4.0,Automatic,Front,14
OPEL,Meriva,Diesel,1.7 Turbo,319000.0,4.0,Manual,Front,22
FORD,C-MAX,Plug-in Hybrid,2,65000.0,4.0,Automatic,Front,11
CHEVROLET,Impala,Petrol,2.5,66522.0,4.0,Automatic,Front,9
TOYOTA,Camry,Petrol,2.5,267398.0,4.0,Automatic,Front,11
TOYOTA,Prius,Hybrid,1.5,0.0,4.0,Automatic,Front,18
MASERATI,Ghibli,Petrol,3,40000.0,6.0,Automatic,4x4,11
HYUNDAI,Elantra,Petrol,1.6,172253.0,4.0,Automatic,Front,13
HYUNDAI,Sonata,LPG,2,698359.0,4.0,Automatic,Front,11
TOYOTA,CHR,Hybrid,1.5,6000.0,4.0,Automatic,Front,6
HYUNDAI,Genesis,Petrol,2,106526.0,4.0,Automatic,Front,15
OPEL,Astra,Petrol,1.6,175000.0,4.0,Manual,Front,27
TOYOTA,Prius,Hybrid,1.5,207000.0,4.0,Automatic,Front,17
RENAULT,Scenic,Diesel,1.5 Turbo,173000.0,4.0,Manual,Front,17
HYUNDAI,Elantra,Petrol,1.6,52569.0,4.0,Automatic,Front,11
NISSAN,X-Terra,Petrol,3.3,200000.0,6.0,Manual,4x4,22
HONDA,Civic,Petrol,1.8,80542.0,4.0,Automatic,Front,10
TOYOTA,Prius,Hybrid,1.8,0.0,4.0,Automatic,Front,7
HONDA,Civic Hybrid,Hybrid,1.5,141302.0,4.0,Variator,Front,13
BMW,335,Petrol,3.0 Turbo,59700.0,6.0,Tiptronic,Rear,16
CHEVROLET,Orlando,LPG,2,140070.0,4.0,Automatic,Front,7
CHEVROLET,Volt,Hybrid,1.4,133195.0,4.0,Automatic,Front,11
NISSAN,Tiida,Petrol,1.5,0.0,4.0,Variator,Front,20
HYUNDAI,Sonata,Petrol,2,92479.0,4.0,Tiptronic,Front,12
TOYOTA,Prius,Hybrid,1.8,107000.0,4.0,Variator,Front,11
MERCEDES-BENZ,E 350,Diesel,3.5,95987.0,6.0,Automatic,4x4,11
HYUNDAI,Elantra,Petrol,1.6,131000.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,1.6,100403.0,4.0,Automatic,Front,15
KIA,Sportage,Diesel,2,53986.0,4.0,Automatic,Front,16
FORD,Escape სასწრაფოდ,Petrol,3.0 Turbo,199283.0,6.0,Automatic,4x4,24
NISSAN,March,Petrol,1.2,140000.0,2.0,Automatic,Front,23
LEXUS,RX 400,Hybrid,3.5,244731.0,6.0,Automatic,Front,17
KIA,Sportage,Diesel,2,142654.0,4.0,Automatic,Front,18
MAZDA,CX-7,Petrol,2.3,184576.0,4.0,Automatic,4x4,14
MERCEDES-BENZ,E 350,Diesel,3.5,149486.0,6.0,Automatic,4x4,11
LEXUS,RX 450,Hybrid,3.5,167222.0,6.0,Automatic,4x4,15
MERCEDES-BENZ,E 350,Diesel,3.5,77205.0,6.0,Automatic,Rear,9
HYUNDAI,Elantra,Petrol,1.6,87210.0,4.0,Automatic,Front,14
BMW,528,Petrol,2.8,333000.0,6.0,Tiptronic,Rear,25
TOYOTA,Camry,Hybrid,2.5,159379.0,4.0,Automatic,Front,13
VOLKSWAGEN,Polo,Petrol,1.4,0.0,4.0,Manual,Front,30
HONDA,Insight,Hybrid,1.3,111000.0,4.0,Tiptronic,Front,16
HYUNDAI,H1,Diesel,2.5,152469.0,4.0,Automatic,Front,11
LEXUS,CT 200h,Hybrid,1.8,94949.0,4.0,Automatic,Front,10
TOYOTA,Camry,Hybrid,2.5,374808.0,4.0,Automatic,Front,11
CHEVROLET,Volt,Plug-in Hybrid,1.4,121000.0,4.0,Tiptronic,Front,11
MERCEDES-BENZ,E 350,Diesel,3.5,119379.0,6.0,Automatic,4x4,14
BMW,"Z4 3,0 SI",Petrol,3,210000.0,6.0,Tiptronic,Rear,18
TOYOTA,Corolla,LPG,1.8,127000.0,4.0,Automatic,Front,13
LEXUS,RX 450,Hybrid,3.5,232357.0,6.0,Automatic,4x4,13
HONDA,Civic Hybrid,Hybrid,1.5,140000.0,4.0,Automatic,Front,11
FORD,Transit,Diesel,2,200000.0,4.0,Manual,Front,21
SSANGYONG,Actyon,Diesel,1.6,46916.0,4.0,Automatic,Front,9
VOLKSWAGEN,Jetta,Petrol,1.4,78829.0,4.0,Automatic,Front,9
VOLKSWAGEN,Jetta 1.4 TURBO,Petrol,1.4 Turbo,97000.0,4.0,Tiptronic,Front,9
LEXUS,ES 350,Petrol,3.5,179358.0,6.0,Automatic,Front,11
SUBARU,Forester,Petrol,2.0 Turbo,0.0,4.0,Automatic,4x4,24
TOYOTA,Aqua,Hybrid,1.5,147431.0,3.0,Tiptronic,Front,13
TOYOTA,CHR,Petrol,2,36099.0,4.0,Automatic,Front,8
HYUNDAI,Sonata,Petrol,2,34704.0,4.0,Automatic,Front,7
HONDA,Civic,Petrol,1.8,233728.0,4.0,Automatic,Front,17
FORD,Fusion,Hybrid,2,194974.0,4.0,Automatic,Front,9
CHEVROLET,Cruze,Petrol,1.4 Turbo,66000.0,4.0,Tiptronic,Front,8
HYUNDAI,Elantra,Petrol,1.6,120581.0,4.0,Automatic,Front,14
HONDA,FIT,Petrol,1.3,0.0,6.0,Automatic,Front,24
TOYOTA,Camry,Hybrid,2.4,80000.0,4.0,Tiptronic,Front,15
LEXUS,RX 450,Hybrid,3.5,0.0,6.0,Automatic,Front,9
HYUNDAI,Elantra,Petrol,1.8,81250.0,4.0,Automatic,Front,13
BUICK,Encore,Petrol,1.4,24000.0,4.0,Automatic,Front,9
LEXUS,GX 460,Petrol,4.6,255406.0,8.0,Automatic,4x4,13
FORD,Transit,Diesel,2.4,164000.0,4.0,Manual,4x4,14
HYUNDAI,H1,Diesel,2.5,112718.0,4.0,Automatic,Front,10
MERCEDES-BENZ,C 300,Petrol,3.5,189800.0,6.0,Automatic,4x4,11
TOYOTA,Prius,Hybrid,1.8,71000.0,4.0,Variator,Front,15
HONDA,Civic,CNG,1.7,135000.0,4.0,Variator,Front,21
MERCEDES-BENZ,E 350,Diesel,3.5,128202.0,6.0,Automatic,Rear,13
BMW,X5,Petrol,4.4,247877.0,8.0,Automatic,4x4,11
HYUNDAI,Santa FE,Diesel,2,175126.0,4.0,Automatic,Front,10
KIA,Optima,Hybrid,2.4,43000.0,6.0,Automatic,Front,11
AUDI,Q5,Diesel,3,29501.0,6.0,Automatic,4x4,9
TOYOTA,Tundra,Petrol,4.6,254805.0,8.0,Automatic,4x4,9
TOYOTA,Camry,Petrol,2.5,190698.0,4.0,Automatic,Front,14
TOYOTA,Prius,Hybrid,1.5,271256.0,4.0,Automatic,Front,16
TOYOTA,Ist,Petrol,1.3,151000.0,4.0,Automatic,Front,21
MERCEDES-BENZ,E 350,Diesel,3.5,128202.0,6.0,Automatic,Rear,13
OPEL,Astra,Petrol,1.4,21000.0,4.0,Manual,Front,31
TOYOTA,Camry,Petrol,2.5,86357.0,4.0,Automatic,Front,10
HYUNDAI,Elantra,Petrol,1.6,136292.0,4.0,Automatic,Front,14
SUBARU,Forester L.L.BEAN,CNG,2.5,220000.0,4.0,Automatic,4x4,21
HYUNDAI,Elantra,Diesel,1.6,110000.0,4.0,Automatic,Front,10
HYUNDAI,Sonata SE,Petrol,2.4,84000.0,4.0,Tiptronic,Front,10
TOYOTA,Prius,Hybrid,1.5,200000.0,4.0,Automatic,Front,17
FORD,Transit,Diesel,2.4 Turbo,250000.0,4.0,Manual,Rear,22
HYUNDAI,Elantra,Petrol,1.8,179200.0,4.0,Tiptronic,Front,11
KIA,Optima,Hybrid,2.4,110898.0,4.0,Automatic,Front,12
FORD,Transit,Diesel,2.4,0.0,2.0,Manual,Front,18
HYUNDAI,Sonata,LPG,2,472279.0,4.0,Automatic,Front,10
TOYOTA,Tacoma,Petrol,4,141008.0,6.0,Automatic,Rear,12
MAZDA,Mazda 6,Petrol,2.5,174000.0,4.0,Tiptronic,Front,10
TOYOTA,Prius,Hybrid,1.8,228751.0,4.0,Automatic,Front,13
BMW,M5,Petrol,2.5,111111.0,6.0,Manual,Rear,21
MERCEDES-BENZ,S 500 67,CNG,3.2,6789.0,6.0,Tiptronic,Rear,26
AUDI,Q7,Diesel,3,194342.0,6.0,Automatic,4x4,12
LEXUS,GX 460,Petrol,4.6,260771.0,8.0,Automatic,4x4,15
OPEL,Astra,Petrol,1.6,333333.0,4.0,Manual,Front,27
CHEVROLET,Volt,Plug-in Hybrid,1.4,91000.0,4.0,Variator,Front,12
SSANGYONG,Korando,Diesel,2,175346.0,4.0,Automatic,Front,13
KIA,Sportage,Petrol,2.4,136000.0,4.0,Tiptronic,4x4,13
MERCEDES-BENZ,200,CNG,2,0.0,4.0,Manual,Rear,25
HYUNDAI,H1,Diesel,2.5,245603.0,4.0,Automatic,Front,11
AUDI,A4,Petrol,2.8,1000.0,5.0,Automatic,Front,25
CHEVROLET,Captiva,Petrol,2.4,236267.0,4.0,Automatic,Front,12
SUZUKI,Swift,Petrol,1.3,150000.0,4.0,Automatic,Front,16
PORSCHE,Cayenne,Hybrid,3.6,112742.0,6.0,Automatic,4x4,14
HONDA,Insight,Hybrid,1.3,195703.0,4.0,Tiptronic,Front,14
HONDA,Fit Aria,Hybrid,1.3,121000.0,4.0,Automatic,Front,14
MAZDA,CX-7,Petrol,2.5,273600.0,4.0,Tiptronic,Front,15
TOYOTA,RAV 4,Petrol,2,126400.0,4.0,Automatic,4x4,22
NISSAN,Juke,Petrol,1.6,153888.0,4.0,Automatic,4x4,12
HYUNDAI,H1,Diesel,2.5,90132.0,4.0,Automatic,Front,9
HYUNDAI,Sonata,LPG,2,453075.0,4.0,Automatic,Front,13
HYUNDAI,Elantra,Diesel,1.6,51966.0,4.0,Automatic,Front,10
TOYOTA,Prius,Hybrid,1.5,194098.0,4.0,Automatic,Front,18
OPEL,Vectra,CNG,1.8,268000.0,4.0,Manual,Front,25
LEXUS,RX 450,Hybrid,3.5,101816.0,6.0,Automatic,4x4,14
TOYOTA,Camry,Petrol,2.5,349603.0,4.0,Automatic,Front,13
HYUNDAI,Getz,Petrol,1.4,180000.0,4.0,Automatic,Front,17
CHEVROLET,Captiva,Diesel,2,54258.0,4.0,Automatic,Front,16
HONDA,Cr-v,Petrol,2.4,127000.0,4.0,Automatic,4x4,19
LEXUS,GX 460,Petrol,4.6,255406.0,8.0,Automatic,4x4,13
TOYOTA,Highlander,Hybrid,3.3,287274.0,6.0,Automatic,4x4,17
HYUNDAI,Elantra,Petrol,1.6,84000.0,4.0,Automatic,Front,8
OPEL,INSIGNIA,Petrol,2,180000.0,4.0,Tiptronic,Front,14
VOLKSWAGEN,Jetta,Petrol,1.8,68000.0,4.0,Tiptronic,Front,12
MERCEDES-BENZ,E 350,Diesel,3.5,109139.0,6.0,Automatic,Rear,16
MERCEDES-BENZ,ML 320 AMG,CNG,3.2,203000.0,6.0,Tiptronic,4x4,23
HYUNDAI,H1,Diesel,2,55622.0,4.0,Automatic,Front,14
BMW,320,Petrol,2,25323.0,4.0,Automatic,4x4,7
FORD,Escape escape,Hybrid,2.5,214400.0,4.0,Automatic,4x4,16
TOYOTA,Highlander,Hybrid,3.3,226094.0,6.0,Automatic,4x4,17
FORD,Escape,Petrol,1.6,192000.0,4.0,Tiptronic,Front,12
OPEL,Zafira,Diesel,1.7,187000.0,4.0,Manual,Front,16
AUDI,Q7,Petrol,3,71717.0,6.0,Automatic,4x4,10
TOYOTA,Prius,Hybrid,1.8,228800.0,4.0,Automatic,Front,15
HYUNDAI,Sonata,LPG,2,520393.0,4.0,Automatic,Front,11
KIA,RIO,Petrol,1.6,172347.0,4.0,Automatic,Front,13
LEXUS,RX 450,Hybrid,3.5,27038.0,6.0,Automatic,4x4,9
MERCEDES-BENZ,E 350,Diesel,3.5,132630.0,6.0,Automatic,Rear,14
OPEL,Astra,Petrol,1.6,443033.0,4.0,Manual,Front,28
HYUNDAI,Sonata,Petrol,2,158000.0,4.0,Automatic,Front,15
HYUNDAI,Elantra,Petrol,2,92000.0,4.0,Automatic,Front,9
HYUNDAI,Santa FE,Diesel,2,122497.0,4.0,Automatic,Front,9
TOYOTA,RAV 4,Petrol,2.4,135000.0,4.0,Automatic,4x4,19
SUBARU,Legacy,Petrol,2.5,135933.0,4.0,Tiptronic,4x4,9
LEXUS,RX 350,Petrol,3.5,181189.0,6.0,Automatic,4x4,14
TOYOTA,ISIS,Petrol,1.8,171000.0,4.0,Tiptronic,4x4,14
HYUNDAI,Sonata,Petrol,1.6,344193.0,4.0,Automatic,Front,9
HYUNDAI,H1,Diesel,2.5,45566.0,4.0,Automatic,Front,14
OPEL,Combo,Diesel,1.3 Turbo,225000.0,4.0,Manual,Front,22
CHEVROLET,Cruze LT,Petrol,1.4 Turbo,263630.0,4.0,Automatic,Front,9
HYUNDAI,Sonata,Petrol,2,173000.0,4.0,Automatic,Front,15
TOYOTA,Camry,Petrol,2.5,98000.0,6.0,Tiptronic,Rear,10
TOYOTA,Prius,Hybrid,1.5,91000.0,4.0,Variator,Front,17
CHEVROLET,Captiva,Diesel,2,104536.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,1.8,74000.0,4.0,Automatic,Front,13
FORD,Focus,Petrol,2,136000.0,4.0,Automatic,Front,12
TOYOTA,Prius,Hybrid,1.8,339710.0,4.0,Automatic,Front,11
VOLKSWAGEN,Golf,Petrol,1.8 Turbo,555555.0,4.0,Manual,Front,31
JEEP,Compass,Petrol,2.4,29278.0,4.0,Automatic,Front,6
TOYOTA,Yaris,Petrol,1.5,42224.0,4.0,Automatic,Front,7
HYUNDAI,I30,Petrol,1.6,71589.0,4.0,Automatic,Front,11
TOYOTA,Aqua,Hybrid,1.5,185000.0,4.0,Variator,Front,12
